building_collapse,crash,earthquake,explosion,flood,haze,meteor,shoot,typhoon,wildfire
,,"('key', 0.30570594027032677)",,"('obstacles', 0.3858743094081092)",,,,,
,,"('smart', 0.30570594027032677)",,"('immagino', 0.38579414963353315)",,,,,
,,"('thru', 0.30570594027032677)",,"('scandalosofosse', 0.38579414963353315)",,,,,
,,"('agnte', 0.3056776243545378)",,"('servizi', 0.38579414963353315)",,,,,
,,"('coordinar', 0.3056776243545378)",,"('serviziallertameteosar', 0.38579414963353315)",,,,,
,,"('crear', 0.3056776243545378)",,"('uniteblue', 0.38574582829249116)",,,,,
,,"('objetivo', 0.3056776243545378)",,"('materials', 0.3856758867581869)",,,,,
,,"('tendr', 0.3056776243545378)",,"('unpack', 0.3856758867581869)",,,,,
,,"('bagets', 0.30562339323482696)",,"('horsecare', 0.38567096990763516)",,,,,
,,"('balitang', 0.30562339323482696)",,"('kaloka', 0.38558997191552935)",,,,,
,,"('cebukkagulantang', 0.30562339323482696)",,"('mataas', 0.38558997191552935)",,,,,
,,"('fredieaguilar', 0.30562339323482696)",,"('paalis', 0.38558997191552935)",,,,,
,,"('girlikaw', 0.30562339323482696)",,"('umabot', 0.38558997191552935)",,,,,
,,"('kakaiba', 0.30562339323482696)",,"('conservative', 0.385474227819183)",,,,,
,,"('kkaiba', 0.30562339323482696)",,"('familiar', 0.3854725393204271)",,,,,
,,"('tvp', 0.30562339323482696)",,"('inlan', 0.3854725393204271)",,,,,
,,"('wid', 0.30562339323482696)",,"('funeralidistato', 0.3853448979981694)",,,,,
,,"('nazionali', 0.3056164890564927)",,"('push', 0.38530245288537923)",,,,,
,,"('purtroppo', 0.3056164890564927)",,"('magallanes', 0.3852840540063155)",,,,,
,,"('scomparse', 0.3056164890564927)",,"('mrt', 0.3852840540063155)",,,,,
,,"('scomparsi', 0.3056164890564927)",,"('accompany', 0.38523988821877425)",,,,,
,,"('prometti', 0.3054465074783417)",,"('bureaucracy', 0.3852199163917713)",,,,,
,,"('quattro', 0.3054465074783417)",,"('useless', 0.3852199163917713)",,,,,
,,"('sche', 0.3054465074783417)",,"('bacolod', 0.3851333470503282)",,,,,
,,"('solennemente', 0.3054465074783417)",,"('onrescueph', 0.3850488013682042)",,,,,
,,"('stesso', 0.3054465074783417)",,"('fle', 0.3850471503423534)",,,,,
,,"('svegli', 0.3054465074783417)",,"('relieve', 0.3850073507491548)",,,,,
,,"('fechas', 0.3050152085543508)",,"('tooqldflood', 0.3850073507491548)",,,,,
,,"('godeoz', 0.3050152085543508)",,"('clinic', 0.38489959049033)",,,,,
,,"('turisas', 0.3050152085543508)",,"('paddington', 0.38489959049033)",,,,,
,,"('accadono', 0.3049819227391245)",,"('reincal', 0.3848526596852113)",,,,,
,,"('essenziale', 0.3049819227391245)",,"('funsunday', 0.38483907298233777)",,,,,
,,"('momenti', 0.3049819227391245)",,"('pandacan', 0.3848352366939229)",,,,,
,,"('belizecostaricav', 0.30488639269067547)",,"('naheed', 0.38473019258230545)",,,,,
,,"('excepto', 0.30488639269067547)",,"('performance', 0.38473019258230545)",,,,,
,,"('hondurasguatemala', 0.30488639269067547)",,"('gantic', 0.38464045326304214)",,,,,
,,"('mensajero', 0.30488639269067547)",,"('schlotsky', 0.38452508943433833)",,,,,
,,"('muhammad', 0.30488639269067547)",,"('clog', 0.38449516320089133)",,,,,
,,"('babybackribs', 0.3048464623951957)",,"('normally', 0.38449516320089133)",,,,,
,,"('casaverde', 0.3048464623951957)",,"('herewe', 0.3844228171878359)",,,,,
,,"('dbest', 0.3048464623951957)",,"('motherchildpets', 0.38440794961615027)",,,,,
,,"('lunch', 0.3048464623951957)",,"('peter', 0.38440794961615027)",,,,,
,,"('rib', 0.3048464623951957)",,"('veintereales', 0.38440794961615027)",,,,,
,,"('tumbsup', 0.3048464623951957)",,"('mapa', 0.3843118511974871)",,,,,
,,"('tummy', 0.3048464623951957)",,"('rubberboats', 0.3843118511974871)",,,,,
,,"('yummy', 0.3048464623951957)",,"('medevac', 0.3842548925632631)",,,,,
,,"('comunicando', 0.30449554863188916)",,"('usarmy', 0.3842548925632631)",,,,,
,,"('imminenti', 0.30449554863188916)",,"('freakout', 0.384218628647992)",,,,,
,,"('megafono', 0.30449554863188916)",,"('misplace', 0.384218628647992)",,,,,
,,"('renderla', 0.3044842314479567)",,"('urbansuburban', 0.384218628647992)",,,,,
,,"('uniamo', 0.3044842314479567)",,"('acquistando', 0.3841029657611285)",,,,,
,,"('diventate', 0.30427781116055536)",,"('elemosina', 0.3841029657611285)",,,,,
,,"('pronti', 0.30427781116055536)",,"('locali', 0.3841029657611285)",,,,,
,,"('scannarvi', 0.30427781116055536)",,"('sosteniamo', 0.3841029657611285)",,,,,
,,"('sensibile', 0.30427781116055536)",,"('cripple', 0.38409987009459895)",,,,,
,,"('attorney', 0.30406422358414176)",,"('dash', 0.3840799844631862)",,,,,
,,"('driver', 0.30406422358414176)",,"('rtd', 0.3840799844631862)",,,,,
,,"('inspire', 0.30406422358414176)",,"('kaming', 0.3840353897814965)",,,,,
,,"('taxi', 0.30406422358414176)",,"('appearance', 0.38391324174634317)",,,,,
,,"('turn', 0.30406422358414176)",,"('chiamato', 0.3838954568148518)",,,,,
,,"('alemanno', 0.30367559992795917)",,"('dirotto', 0.3838954568148518)",,,,,
,,"('avvertiti', 0.30367559992795917)",,"('sapevo', 0.3838954568148518)",,,,,
,,"('bloccati', 0.30367559992795917)",,"('album', 0.383877497004655)",,,,,
,,"('camion', 0.30367559992795917)",,"('faccia', 0.383877497004655)",,,,,
,,"('colpa', 0.30367559992795917)",,"('figurine', 0.383877497004655)",,,,,
,,"('firenzebolognanoi', 0.30367559992795917)",,"('gunman', 0.38386116171115947)",,,,,
,,"('neve', 0.30367559992795917)",,"('nuclear', 0.38386116171115947)",,,,,
,,"('abbandonate', 0.30359174366505887)",,"('russian', 0.38386116171115947)",,,,,
,,"('disgustose', 0.30359174366505887)",,"('educ', 0.3837672791054847)",,,,,
,,"('furti', 0.30359174366505887)",,"('aviation', 0.3836369899694778)",,,,,
,,"('operano', 0.30359174366505887)",,"('virgin', 0.3836369899694778)",,,,,
,,"('schifosi', 0.30359174366505887)",,"('filter', 0.3836247266756805)",,,,,
,,"('android', 0.3034906503421138)",,"('teq', 0.3835899378679903)",,,,,
,,"('angel', 0.3034906503421138)",,"('lagpasan', 0.38358503703461266)",,,,,
,,"('legal', 0.3034906503421138)",,"('observatory', 0.38358503703461266)",,,,,
,,"('locsin', 0.3034906503421138)",,"('guardare', 0.3835303340273577)",,,,,
,,"('sino', 0.3034906503421138)",,"('vite', 0.3835303340273577)",,,,,
,,"('sunda', 0.3034906503421138)",,"('blackfoot', 0.38342373687279063)",,,,,
,,"('therealunli', 0.3034906503421138)",,"('cushing', 0.38342373687279063)",,,,,
,,"('abbia', 0.3031704930472323)",,"('wicked', 0.3832387780867186)",,,,,
,,"('biso', 0.3031704930472323)",,"('calumpit', 0.3831532329839506)",,,,,
,,"('interessa', 0.3031704930472323)",,"('title', 0.3831532329839506)",,,,,
,,"('liberi', 0.3031704930472323)",,"('waterworld', 0.3831532329839506)",,,,,
,,"('ospito', 0.3031704930472323)",,"('coincidenze', 0.38312424754504615)",,,,,
,,"('posti', 0.3031704930472323)",,"('decisione', 0.38312424754504615)",,,,,
,,"('cambian', 0.3031631894618498)",,"('importantissima', 0.38312424754504615)",,,,,
,,"('cosaas', 0.3031631894618498)",,"('optus', 0.38303354091425557)",,,,,
,,"('julio', 0.3031631894618498)",,"('singtel', 0.38303354091425557)",,,,,
,,"('quer', 0.3031631894618498)",,"('telecommunications', 0.38303354091425557)",,,,,
,,"('recibe', 0.3031631894618498)",,"('grrr', 0.3829923282858706)",,,,,
,,"('ben', 0.3023508671694962)",,"('ulang', 0.3829923282858706)",,,,,
,,"('benieuwd', 0.3023508671694962)",,"('localfood', 0.3829332593456098)",,,,,
,,"('komende', 0.3023508671694962)",,"('patio', 0.3829332593456098)",,,,,
,,"('krijgen', 0.3023508671694962)",,"('diretta', 0.3828810932944504)",,,,,
,,"('mee', 0.3023508671694962)",,"('ritrovato', 0.3828810932944504)",,,,,
,,"('tijdens', 0.3023508671694962)",,"('segui', 0.3828810932944504)",,,,,
,,"('vakantie', 0.3023508671694962)",,"('initiatives', 0.3827785868096584)",,,,,
,,"('wat', 0.3023508671694962)",,"('tomor', 0.3827785868096584)",,,,,
,,"('weken', 0.3023508671694962)",,"('ganitong', 0.3827643300584588)",,,,,
,,"('mueren', 0.30198590952210996)",,"('pinakakawawa', 0.3827643300584588)",,,,,
,,"('municipio', 0.30198590952210996)",,"('walangwala', 0.3827643300584588)",,,,,
,,"('idiota', 0.30192722869333294)",,"('arcillaclan', 0.3826755830597456)",,,,,
,,"('inerente', 0.30192722869333294)",,"('bboysclan', 0.3826755830597456)",,,,,
,,"('insensibiledai', 0.30192722869333294)",,"('biongclan', 0.3826755830597456)",,,,,
,,"('alma', 0.3018988468567574)",,"('garciaclan', 0.3826755830597456)",,,,,
,,"('celui', 0.3018988468567574)",,"('outlawclan', 0.3826755830597456)",,,,,
,,"('exceptionnel', 0.3018988468567574)",,"('prayforthephil', 0.3826755830597456)",,,,,
,,"('exmarera', 0.3018988468567574)",,"('audubon', 0.3826610888906323)",,,,,
,,"('gang', 0.3018988468567574)",,"('birdlife', 0.3826610888906323)",,,,,
,,"('moignage', 0.3018988468567574)",,"('northeastern', 0.3826610888906323)",,,,,
,,"('violents', 0.3018988468567574)",,"('exempt', 0.3826547007876654)",,,,,
,,"('voir', 0.3018988468567574)",,"('judgements', 0.3826547007876654)",,,,,
,,"('evidentemente', 0.3016059972095738)",,"('politikos', 0.3826547007876654)",,,,,
,,"('llorente', 0.3016059972095738)",,"('ginagamot', 0.38264656192921864)",,,,,
,,"('pasaba', 0.3016059972095738)",,"('lalaki', 0.38264656192921864)",,,,,
,,"('corporate', 0.3013735315128885)",,"('ospital', 0.38264656192921864)",,,,,
,,"('devel', 0.3013735315128885)",,"('patay', 0.38264656192921864)",,,,,
,,"('sharon', 0.3013735315128885)",,"('classify', 0.38262844330018575)",,,,,
,,"('accertamenti', 0.3010915219961089)",,"('reorganize', 0.38262844330018575)",,,,,
,,"('autoptici', 0.3010915219961089)",,"('rprt', 0.38255847378761476)",,,,,
,,"('garantiti', 0.3010915219961089)",,"('tzu', 0.3825356500265853)",,,,,
,,"('moden', 0.3010915219961089)",,"('raccogliendo', 0.38243450223154746)",,,,,
,,"('anomalies', 0.30086107790989336)",,"('sosalluvionesar', 0.38243450223154746)",,,,,
,,"('celebrate', 0.30086107790989336)",,"('specifiche', 0.38243450223154746)",,,,,
,,"('govt', 0.30086107790989336)",,"('stiamo', 0.38243450223154746)",,,,,
,,"('headline', 0.30086107790989336)",,"('grip', 0.3823712794831253)",,,,,
,,"('philhealth', 0.30086107790989336)",,"('unfol', 0.3823712794831253)",,,,,
,,"('sss', 0.30086107790989336)",,"('dieci', 0.3823415450458566)",,,,,
,,"('tanggal', 0.30086107790989336)",,"('riparare', 0.3823415450458566)",,,,,
,,"('cerrar', 0.30084729335617744)",,"('padroni', 0.38228080972667683)",,,,,
,,"('ciclo', 0.30084729335617744)",,"('ritrova', 0.38228080972667683)",,,,,
,,"('deb', 0.30084729335617744)",,"('sasha', 0.38228080972667683)",,,,,
,,"('juntenagua', 0.30084729335617744)",,"('fountain', 0.38220928895957323)",,,,,
,,"('acquitrinosubsidenzacredevo', 0.30081741058180195)",,"('lair', 0.38220928895957323)",,,,,
,,"('capito', 0.30081741058180195)",,"('maka', 0.3821679969278814)",,,,,
,,"('cretinata', 0.30081741058180195)",,"('waa', 0.3821679969278814)",,,,,
,,"('diceva', 0.30081741058180195)",,"('institution', 0.3821178189206141)",,,,,
,,"('fosse', 0.30081741058180195)",,"('ldex', 0.3821178189206141)",,,,,
,,"('alcanzar', 0.30080290719729913)",,"('ldexs', 0.3821178189206141)",,,,,
,,"('cuarto', 0.30080290719729913)",,"('myfox', 0.38211320103397384)",,,,,
,,"('verificados', 0.30080290719729913)",,"('snap', 0.382026164743576)",,,,,
,,"('xii', 0.30080290719729913)",,"('dumadayo', 0.3818778709538789)",,,,,
,,"('abito', 0.3004289632519956)",,"('ingatmgamars', 0.3818778709538789)",,,,,
,,"('morendo', 0.3004289632519956)",,"('turista', 0.3818778709538789)",,,,,
,,"('ragazzegiuro', 0.3004289632519956)",,"('waleysiandeep', 0.3818778709538789)",,,,,
,,"('versione', 0.3004289632519956)",,"('alternate', 0.3818165653359029)",,,,,
,,"('voieppure', 0.3004289632519956)",,"('esplanade', 0.38172206534542297)",,,,,
,,"('account', 0.300237469972283)",,"('adults', 0.38154233307638874)",,,,,
,,"('bdo', 0.300237469972283)",,"('aliza', 0.38154233307638874)",,,,,
,,"('ccmc', 0.300237469972283)",,"('libunao', 0.38154233307638874)",,,,,
,,"('citys', 0.300237469972283)",,"('rivedi', 0.3814939271178586)",,,,,
,,"('deposit', 0.300237469972283)",,"('mislead', 0.3814686414147482)",,,,,
,,"('launch', 0.300237469972283)",,"('scenarios', 0.3814686414147482)",,,,,
,,"('program', 0.300237469972283)",,"('dalby', 0.3813854154405781)",,,,,
,,"('rebuild', 0.300237469972283)",,"('truckies', 0.3813854154405781)",,,,,
,,"('dovremmo', 0.3000382735795594)",,"('austral', 0.3813257798980675)",,,,,
,,"('mauro', 0.3000382735795594)",,"('walker', 0.38120170748976373)",,,,,
,,"('scrittore', 0.3000382735795594)",,"('nakauwi', 0.3811528868282688)",,,,,
,,"('vajont', 0.3000382735795594)",,"('ohmygod', 0.3811528868282688)",,,,,
,,"('trovo', 0.29989754631490223)",,"('ricky', 0.3811528868282688)",,,,,
,,"('lakas', 0.2994738202068312)",,"('abegail', 0.38114346370234287)",,,,,
,,"('nun', 0.2994738202068312)",,"('eflores', 0.38114346370234287)",,,,,
,,"('pagbukas', 0.2994738202068312)",,"('pascasio', 0.38114346370234287)",,,,,
,,"('benedetto', 0.29892840290046646)",,"('angono', 0.3810677948967184)",,,,,
,,"('ciabattine', 0.29892840290046646)",,"('calderon', 0.3810677948967184)",,,,,
,,"('durone', 0.29892840290046646)",,"('gerry', 0.3810677948967184)",,,,,
,,"('prada', 0.29892840290046646)",,"('hon', 0.3810677948967184)",,,,,
,,"('stringono', 0.29892840290046646)",,"('denis', 0.38104750095529205)",,,,,
,,"('brava', 0.2986405754982243)",,"('eric', 0.38104750095529205)",,,,,
,,"('carcerati', 0.2986405754982243)",,"('kakaloka', 0.3810272990981552)",,,,,
,,"('pericolosi', 0.2986405754982243)",,"('lubay', 0.3810272990981552)",,,,,
,,"('ricostruire', 0.2986405754982243)",,"('palabas', 0.3810272990981552)",,,,,
,,"('sbagliato', 0.2986405754982243)",,"('samin', 0.3810272990981552)",,,,,
,,"('severino', 0.2986405754982243)",,"('bedans', 0.38091624446839584)",,,,,
,,"('sullimpiego', 0.2986405754982243)",,"('clarion', 0.38091624446839584)",,,,,
,,"('diga', 0.29846378532452855)",,"('heed', 0.38091624446839584)",,,,,
,,"('maqiavelica', 0.29846378532452855)",,"('lounge', 0.38091624446839584)",,,,,
,,"('primito', 0.29846378532452855)",,"('sbca', 0.38091624446839584)",,,,,
,,"('sonrisota', 0.29846378532452855)",,"('attenti', 0.3808603196046348)",,,,,
,,"('temer', 0.29846378532452855)",,"('errori', 0.3808603196046348)",,,,,
,,"('comunque', 0.29816513368274805)",,"('nandun', 0.3805876723584707)",,,,,
,,"('riuscita', 0.29816513368274805)",,"('bigger', 0.3804396408566776)",,,,,
,,"('coelho', 0.2978102267340973)",,"('queensl', 0.3804396408566776)",,,,,
,,"('fave', 0.2978102267340973)",,"('lumineers', 0.3804160412385261)",,,,,
,,"('pain', 0.2978102267340973)",,"('seat', 0.3804160412385261)",,,,,
,,"('paulo', 0.2978102267340973)",,"('farmland', 0.38041256141243845)",,,,,
,,"('quickly', 0.2978102267340973)",,"('spew', 0.38041256141243845)",,,,,
,,"('hnggang', 0.29763121563238115)",,"('superior', 0.38041256141243845)",,,,,
,,"('mkktotohanan', 0.29763121563238115)",,"('centennial', 0.3803861243607225)",,,,,
,,"('pla', 0.29763121563238115)",,"('surface', 0.3803861243607225)",,,,,
,,"('ramdam', 0.29763121563238115)",,"('loadsreliefph', 0.3803361791812871)",,,,,
,,"('tlg', 0.29763121563238115)",,"('dawn', 0.3803060011760641)",,,,,
,,"('andra', 0.2975614986203402)",,"('dusk', 0.3803060011760641)",,,,,
,,"('lin', 0.2975614986203402)",,"('entry', 0.3803060011760641)",,,,,
,,"('occuper', 0.2975614986203402)",,"('char', 0.3802398231481331)",,,,,
,,"('passer', 0.2975614986203402)",,"('marathon', 0.38019680627372987)",,,,,
,,"('cozy', 0.29747916626213994)",,"('runners', 0.38019680627372987)",,,,,
,,"('garden', 0.29747916626213994)",,"('broth', 0.3801407133819419)",,,,,
,,"('jacuzzi', 0.29747916626213994)",,"('chef', 0.3801407133819419)",,,,,
,,"('bella', 0.29745054103555973)",,"('halat', 0.3801347100034538)",,,,,
,,"('grido', 0.29745054103555973)",,"('converge', 0.3800679126688326)",,,,,
,,"('sfollata', 0.29745054103555973)",,"('umaariba', 0.3800658839759732)",,,,,
,,"('strepito', 0.29745054103555973)",,"('camanava', 0.37997734265517313)",,,,,
,,"('farsi', 0.29731386222853173)",,"('prevail', 0.37997734265517313)",,,,,
,,"('nemmeno', 0.29731386222853173)",,"('color', 0.37989583847004416)",,,,,
,,"('postavamo', 0.29731386222853173)",,"('pagasas', 0.37989583847004416)",,,,,
,,"('tocca', 0.29731386222853173)",,"('allagata', 0.37989279146007493)",,,,,
,,"('venire', 0.29731386222853173)",,"('dama', 0.37983068347274573)",,,,,
,,"('emsc', 0.2971889936955031)",,"('shepherd', 0.37981422062177134)",,,,,
,,"('indones', 0.2971889936955031)",,"('society', 0.37981422062177134)",,,,,
,,"('tameemi', 0.2971889936955031)",,"('wifiinelle', 0.3796440032207635)",,,,,
,,"('kamaganak', 0.2964462084038786)",,"('messy', 0.37947370139131)",,,,,
,,"('pala', 0.2964462084038786)",,"('shove', 0.37947370139131)",,,,,
,,"('centrano', 0.2962448488632898)",,"('tstorms', 0.3794304945772122)",,,,,
,,"('dondolo', 0.2962448488632898)",,"('joshua', 0.3793894766415936)",,,,,
,,"('edoardo', 0.2962448488632898)",,"('kabayani', 0.3793894766415936)",,,,,
,,"('fidatevi', 0.2962448488632898)",,"('wound', 0.3793894766415936)",,,,,
,,"('guarda', 0.2962448488632898)",,"('lhat', 0.3793372117579733)",,,,,
,,"('vianello', 0.2962448488632898)",,"('quiapo', 0.3793372117579733)",,,,,
,,"('newsmagnitude', 0.2961517020154606)",,"('nationalweatherservice', 0.37929331649772724)",,,,,
,,"('onlinea', 0.2961517020154606)",,"('nebraskas', 0.37929331649772724)",,,,,
,,"('pow', 0.2961517020154606)",,"('clinics', 0.37922610717623517)",,,,,
,,"('ricaabc', 0.2961517020154606)",,"('filippi', 0.37903924890188584)",,,,,
,,"('cantiere', 0.29596385792290736)",,"('plam', 0.37903924890188584)",,,,,
,,"('mandateli', 0.29596385792290736)",,"('stanza', 0.37903924890188584)",,,,,
,,"('rotto', 0.29596385792290736)",,"('uplift', 0.37903838484442626)",,,,,
,,"('soppalchi', 0.29596385792290736)",,"('navotas', 0.37887870366183724)",,,,,
,,"('inabanga', 0.2952939303095762)",,"('denvers', 0.3787763095464054)",,,,,
,,"('recieve', 0.2952939303095762)",,"('lhs', 0.3787763095464054)",,,,,
,,"('cell', 0.2951717401182238)",,"('nonsense', 0.3786384587039244)",,,,,
,,"('evitate', 0.2951717401182238)",,"('patriotic', 0.3786384587039244)",,,,,
,,"('gsmumts', 0.2951717401182238)",,"('satire', 0.3786384587039244)",,,,,
,,"('acabar', 0.29515011819975323)",,"('pra', 0.3786130591710792)",,,,,
,,"('buscan', 0.29515011819975323)",,"('campuses', 0.3785325569223552)",,,,,
,,"('chiste', 0.29515011819975323)",,"('dss', 0.3785325569223552)",,,,,
,,"('renderci', 0.2943879354815988)",,"('upm', 0.3785325569223552)",,,,,
,,"('usiamo', 0.2943879354815988)",,"('blunt', 0.3782327070321619)",,,,,
,,"('agatha', 0.29431047647121866)",,"('aperta', 0.3782220764956166)",,,,,
,,"('attribuire', 0.29431047647121866)",,"('comunale', 0.3782220764956166)",,,,,
,,"('christie', 0.29431047647121866)",,"('farmacia', 0.3782220764956166)",,,,,
,,"('malanni', 0.29431047647121866)",,"('lupacciolu', 0.3782220764956166)",,,,,
,,"('tendenza', 0.29431047647121866)",,"('consumption', 0.3782054492062765)",,,,,
,,"('unesagerata', 0.29431047647121866)",,"('slothsgibbonsspider', 0.37820497636845385)",,,,,
,,"('volont', 0.29431047647121866)",,"('southamerican', 0.37820497636845385)",,,,,
,,"('enorme', 0.2941749145121461)",,"('earlyrisers', 0.3781117596774553)",,,,,
,,"('interni', 0.2941749145121461)",,"('kenn', 0.3781117596774553)",,,,,
,,"('pare', 0.2941749145121461)",,"('touhthe', 0.3781117596774553)",,,,,
,,"('culos', 0.2935816640524067)",,"('generate', 0.37802650221984707)",,,,,
,,"('estas', 0.2935816640524067)",,"('burrell', 0.3780101995649919)",,,,,
,,"('squez', 0.2935816640524067)",,"('dammit', 0.3780101995649919)",,,,,
,,"('veh', 0.2935816640524067)",,"('thks', 0.37796982053298034)",,,,,
,,"('charter', 0.29340595663781505)",,"('uniform', 0.37796982053298034)",,,,,
,,"('fort', 0.29340595663781505)",,"('shelf', 0.37780375410597866)",,,,,
,,"('fxe', 0.29340595663781505)",,"('supermarkets', 0.37780375410597866)",,,,,
,,"('lauderdale', 0.29340595663781505)",,"('outoforder', 0.37776647766713456)",,,,,
,,"('privatejet', 0.29340595663781505)",,"('continuously', 0.3777516627374927)",,,,,
